symbol,calendar_year,period,time,size,der,dar,roa,roe,sdoa,sdroe,tobinq,ppe,cash,ar,log_sales,sgr,operating_income_ratio,quarter,equity_to_assets,roa_std_bank,bank_zscore,roa_count_bank,mask_bad,bank_zscore_clean,bank_zscore_risk_label,bank_zscore_risk
AGRO,2022,Q1,2022Q1,30.2107292247051,0.104603958390577,0.0195423687784359,0.0036163334786734,0.0193570595774975,0.0407032879213172,0.315507749798549,1.95480657889776,0.0100956096921801,0.0874622594503659,0.0057878657802002,26.0712047172399,0.0197391515092718,1.0577978726,1,0.9804576312215642,0.016420577439909375,59.92931541545525,51,False,59.92931541545525,2.0,1
AGRO,2021,Q4,2021Q4,30.4563518652764,0.105067825488222,0.0153096955004801,-0.0719693882864559,-0.49391362021134,0.0391815334522711,0.30772052985401,2.19790244846827,0.0076963160489704,0.126925983961808,0.0045367235182479,26.3707579879257,-0.330617254926337,-4.7233344126,4,0.9846903044995199,0.016420577439909375,55.5839719737713,51,False,55.5839719737713,2.0,1
AGRO,2021,Q3,2021Q3,30.653131479443,0.103060234760196,0.0126419432506435,-0.0904837952576837,-0.737646182739802,0.0429013220296092,0.349176611748613,2.33859258831785,0.0058996874840656,0.0536784688424548,0.0043837828565592,26.0668274167806,-0.424508849998872,-8.0993708927,3,0.9873580567493565,0.016420577439909375,54.61892340715532,51,False,54.61892340715532,2.0,1
AGRO,2021,Q2,2021Q2,30.8659071736156,0.0766311342969204,0.0130875136861673,0.0003287825903796,0.0019251160642151,0.0002169002937725,0.0012291777624585,1.58009243576843,0.0049064105119455,0.0692019284705098,0.0032744121494952,26.2988088993398,0.0019288292844557,0.7287822416,2,0.9869124863138327,0.016420577439909375,60.122201701919,51,False,60.122201701919,2.0,1
AGRO,2021,Q1,2021Q1,30.8462439728663,0.0608033536751118,0.0103639292362152,0.0007172774516122,0.0042081409067482,0.0002433794860444,0.0013604962417794,0.844818204823327,0.0048677115157761,0.0588383954744184,0.0050603791605723,26.1286567994964,0.0042259241912061,1.2187755198,1,0.9896360707637848,0.016420577439909375,60.31172483669142,51,False,60.31172483669142,2.0,1
AGRO,2020,Q4,2020Q4,30.9637787681639,0.0602803106756446,0.0092257275218603,0.0002091675900319,0.0013666875897345,3.60146857822e-05,0.0002543686800264,0.715636143979136,0.004386082702058,0.0934878106551259,0.0044706672589824,26.1738381346724,0.0013685579809429,1.2017664146,4,0.9907742724781397,0.016420577439909375,60.35009692531499,51,False,60.35009692531499,2.0,1
AGRO,2020,Q3,2020Q3,30.9609049007312,0.0574365659619753,0.0086722941777175,0.0001931866705238,0.0012794744639807,0.0002224629544186,0.0014480352310218,0.0951348630085448,0.0044070031929004,0.151543409254581,0.0050830045803439,25.8140534696357,0.001281113616138,2.1073802025,3,0.9913277058222825,0.016420577439909375,60.38282734704356,51,False,60.38282734704356,2.0,1
AGRO,2020,Q2,2020Q2,30.8961520497415,0.120317464167826,0.0192256509144782,0.0001260424723447,0.0007887956937021,0.0004901272966711,0.0029399553700507,-0.0196454829137993,0.004594319608447,0.138318714607275,0.0193635299838195,25.6986837554365,0.0007894183835236,2.3119039753,2,0.9807743490855219,0.016420577439909375,59.73604735566962,51,False,59.73604735566962,2.0,1
AGRO,2020,Q1,2020Q1,30.9119796203725,0.12185328068982,0.0187706708354508,0.0006279335758395,0.0040763469213272,0.0016752491972874,0.0096651844346487,-0.0118628317384607,0.0045785754726798,0.10952782222091,0.0023676779202632,25.9399547471078,0.0040930315378353,2.0118030339,1,0.9812293291645492,0.016420577439909375,59.79432004346173,51,False,59.79432004346173,2.0,1
AGRO,2019,Q4,2019Q4,30.929370486356,0.111377131244814,0.0184409923370481,0.001321493419214,0.0079813571472107,0.0016860525839235,0.0096242285044424,0.0874968720094159,0.0039737466502209,0.0876242722321523,0.0037983348162418,25.8237123647788,0.0080455717286304,2.5059066396,4,0.9815590076629519,0.016420577439909375,59.856634438039,51,False,59.856634438039,2.0,1
AGRO,2019,Q3,2019Q3,30.846858902749,0.112409085216352,0.0200206794873334,-0.0025278998819798,-0.0141932701850433,0.0021382765392711,0.0115474156372288,0.0734631624601997,0.0042113207377374,0.133237332077782,0.0244551509366609,26.1693912196659,-0.0139946404716861,1.1569313169,3,0.9799793205126666,0.016420577439909375,59.52600779160427,51,False,59.52600779160427,2.0,1
AGRO,2019,Q2,2019Q2,30.842597294729,0.110987439643019,0.0200996688253804,0.0006926008936456,0.00382444111632,0.0008035260065758,0.0040328463324841,0.100853456979998,0.0042491919031866,0.172082405659918,0.0055716590572016,25.9599840807615,0.0038391236185374,1.8215657144,2,0.9799003311746196,0.016420577439909375,59.71732331927525,51,False,59.71732331927525,2.0,1
AGRO,2019,Q1,2019Q1,30.765510582527,0.111789150801935,0.021703698912409,0.0026595422225898,0.0136984929520576,0.0004727739278586,0.0025353464415204,0.306602997706231,0.0112881664730994,0.017014352878716,0.0,25.8855910485391,0.0138887478668242,2.3705410525,1,0.978296301087591,0.016420577439909375,59.739424322924094,51,False,59.739424322924094,2.0,1
AGRO,2018,Q4,2018Q4,30.7800610534432,0.112681846908961,0.021383877794761,0.0016144310603492,0.0085072069403574,0.0008064736197613,0.0054112823954407,0.0645209435519924,0.0044858185083582,0.246929808899409,0.0054013208232571,26.000299146428,0.0085802004814427,1.7566324053,4,0.978616122205239,0.016420577439909375,59.69525474074912,51,False,59.69525474074912,2.0,1
AGRO,2018,Q3,2018Q3,30.6710489987317,0.113969281073463,0.023839723465719,0.0017049850965612,0.0081509303568673,0.0009050338824354,0.0059034074752678,0.178255492420354,0.0050894860259275,0.221233265072968,0.0040068968066143,25.9252322077346,0.0082179140015728,1.6477341308,3,0.976160276534281,0.016420577439909375,59.55121037669422,51,False,59.55121037669422,2.0,1
AGRO,2018,Q2,2018Q2,30.5634096331026,0.156031720592134,0.0265413172452836,0.0033686986056565,0.0198039846605696,0.000601429711498,0.0039050916102142,0.128312530367939,0.0057718522464898,0.204083956308921,0.0039939893771453,25.872235266186,0.0202041064752867,1.8623980189,2,0.9734586827547164,0.016420577439909375,59.48800430039956,51,False,59.48800430039956,2.0,1
AGRO,2018,Q1,2018Q1,30.509490125559,0.157413984897974,0.0280037441994151,0.0038056726110382,0.0213923569167982,0.0006499273920609,0.0036592918964612,0.358304886366768,0.0061603406592699,0.105580901311249,0.0017086136988053,25.7769154343034,0.0218599937043199,2.0194875919,1,0.9719962558005849,0.016420577439909375,59.42555503803333,51,False,59.42555503803333,2.0,1
AGRO,2017,Q4,2017Q4,30.4237339215739,0.16005113986224,0.0305027354738633,0.0023687768389304,0.0124292273220856,0.0010461009918812,0.0040319578493319,0.479653313601774,0.0067115415744104,0.138888071036707,0.0008206382417525,25.9057683702869,0.0125856573178874,1.3952017152,4,0.9694972645261367,0.016420577439909375,59.18586267270945,51,False,59.18586267270945,2.0,1
AGRO,2017,Q3,2017Q3,30.271969754819,0.163191583491996,0.0356468027901167,0.0036807928949143,0.0168507235996408,0.0010825035445257,0.0049867860787181,0.710568534658718,0.0076135569976907,0.126815447455153,0.0017406627532069,25.6200210265395,0.0171395372036859,2.029949563,3,0.9643531972098833,0.016420577439909375,58.952493823514416,51,False,58.952493823514416,2.0,1
AGRO,2017,Q2,2017Q2,30.1540195058421,0.163191583491996,0.0356468027901167,0.0011186282141005,0.0069919131935155,0.0007713048755043,0.0046394609756697,0.575959468577675,0.0086296835766853,0.169409895831704,0.0016116518180629,25.5029050877968,0.0070411442629853,1.7542790005,2,0.9643531972098833,0.016420577439909375,58.79646004880765,51,False,58.79646004880765,2.0,1
AGRO,2017,Q1,2017Q1,30.1258815319599,0.163191583491996,0.0356468027901167,0.0029910199226818,0.0181670411176964,0.0006495583632884,0.0055359001169204,0.892905135117035,0.0091097964270137,0.173337945274585,0.0022875571578368,25.5404634747193,0.0185031893188607,1.7268465087,1,0.9643531972098833,0.016420577439909375,58.91048720256843,51,False,58.91048720256843,2.0,1
AGRO,2016,Q4,2016Q4,30.0626993300627,0.163191583491996,0.0356468027901167,0.0018363923476582,0.0107911599130349,0.000671396713551,0.0057991206498726,0.200459258411709,0.0098840770993728,0.20123633673423,0.0012322767096675,25.724127033133,0.0109088793748408,1.2113168842,4,0.9643531972098833,0.016420577439909375,58.84017130903491,51,False,58.84017130903491,2.0,1
AGRO,2016,Q3,2016Q3,29.9769165218094,0.163191583491996,0.0356468027901167,0.0033617534310244,0.0243332944352852,0.0005928905076044,0.0042951037353252,0.195549823783089,0.0108442781272898,0.175259367132369,0.0031417223242205,25.5223416001446,0.0249401709584844,1.5549991715,3,0.9643531972098833,0.016420577439909375,58.933064575970754,51,False,58.933064575970754,2.0,1
AGRO,2016,Q2,2016Q2,29.8719797369845,0.163191583491996,0.0356468027901167,0.0020666856849814,0.0138484627983597,0.0005732478567246,0.0029394655085692,-0.111187121435217,0.012035009369077,0.148873797456968,0.0014766073797425,25.3047756201925,0.014042935873382,1.6205753101,2,0.9643531972098833,0.016420577439909375,58.85419598862769,51,False,58.85419598862769,2.0,1
AGRO,2016,Q1,2016Q1,29.7589346208002,0.163191583491996,0.0356468027901167,0.0032833731777777,0.019843774091917,0.0007742496342515,0.0049200707852092,-0.0261591598751741,0.0133828372782692,0.151912143283592,0.0032946278298778,25.3628226959295,0.0202455216499108,1.5237533601,1,0.9643531972098833,0.016420577439909375,58.92829128139366,51,False,58.92829128139366,2.0,1
AGRO,2015,Q4,2015Q4,29.7550179821318,0.163191583491996,0.0356468027901167,0.0032820818444646,0.0202992678065643,0.0006904092833298,0.005316337214026,-0.160175932513719,0.0263557797178715,0.173782497172032,0.0030274095571461,25.4079406043148,0.0207198659136618,1.400458547,4,0.9643531972098833,0.016420577439909375,58.928212640230285,51,False,58.928212640230285,2.0,1
AGRO,2015,Q3,2015Q3,29.6767866419201,0.163191583491996,0.0356468027901167,0.001640296391723,0.0096419318634449,0.000590186333839,0.0057203492422769,-0.153417657385928,0.0275442096319996,0.165401036131159,0.0060843633351102,25.299894974616,0.0097358038205182,1.3005742377,3,0.9643531972098833,0.016420577439909375,58.82822922254905,51,False,58.82822922254905,2.0,1
AGRO,2015,Q2,2015Q2,29.588272827484,0.163191583491996,0.0356468027901167,0.0028124693462034,0.0214514469344349,0.0002581892834818,0.001151259808461,-0.114911986020416,0.0273810208821029,0.125130495463555,0.0064592543859391,25.3754423398608,0.0219216990993778,1.3086422513,2,0.9643531972098833,0.016420577439909375,58.89961361562352,51,False,58.89961361562352,2.0,1
AGRO,2015,Q1,2015Q1,29.563575522794,0.163191583491996,0.0356468027901167,0.0029591498936819,0.0220775618431335,0.0007359341579305,0.0055359928178698,-0.173483414858476,0.005546898279269,0.18472920599664,0.006674602619219,25.1850849518472,0.0225759845379395,1.4604251697,1,0.9643531972098833,0.016420577439909375,58.90854634335586,51,False,58.90854634335586,2.0,1
AGRO,2014,Q4,2014Q4,29.4850025946268,0.163191583491996,0.0356468027901167,0.0034185771961102,0.024145739625049,0.0007101580697167,0.0051722010496073,-0.149177706105459,0.0060049287630729,0.161462018419243,0.0,25.0788415090511,0.0247431820564799,1.6495912473,4,0.9643531972098833,0.016420577439909375,58.93652509770293,51,False,58.93652509770293,2.0,1
AGRO,2014,Q3,2014Q3,29.4140723149968,0.163191583491996,0.0356468027901167,0.0016792639963475,0.0115054259105506,0.000583823835658,0.0030309355477354,-0.118351508156147,0.0046316944352279,0.133203210676317,0.0018952989527773,24.9290758765818,0.0116393414917313,1.5107874093,3,0.9643531972098833,0.016420577439909375,58.83060231842629,51,False,58.83060231842629,2.0,1
AGRO,2014,Q2,2014Q2,29.3706682661619,0.163191583491996,0.0356468027901167,0.0025724232083336,0.0170844090106315,0.001345771300004,0.0083773446863044,-0.183218304337514,0.0050726731186343,0.195653462905017,0.0014847980444093,25.0513640636449,0.0173813592614143,1.3087612473,2,0.9643531972098833,0.016420577439909375,58.884994998297294,51,False,58.884994998297294,2.0,1
AGRO,2014,Q1,2014Q1,29.2762974925784,0.163191583491996,0.0356468027901167,0.0030930696288745,0.0185370604334444,0.0022004200400221,0.0123844468282946,-0.128320557754791,0.0049518946716087,0.144925276505964,0.0020363784041296,24.879463238981,0.0188871731026654,1.4953140961,1,0.9643531972098833,0.016420577439909375,58.916701947851664,51,False,58.916701947851664,2.0,1
AGRO,2013,Q4,2013Q4,29.2649701639995,0.163191583491996,0.0356468027901167,1.37665956541e-05,8.42877895012e-05,0.0023336831086093,0.019563939515492,-0.143073074892108,0.0045792697857974,0.160610042132689,0.0014964221756443,24.6664118381225,8.42948945316e-05,1.2901774211,4,0.9643531972098833,0.016420577439909375,58.729174862127124,51,False,58.729174862127124,2.0,1
AGRO,2013,Q3,2013Q3,29.1846923853487,0.163191583491996,0.0356468027901167,0.0053844411099229,0.0301626941792279,0.0013609829959553,0.0103140877985608,-0.179537774018892,0.0029062755379521,0.194353553719808,0.0006360111666483,25.1294920846698,0.0311007774171991,0.9826706173,3,0.9643531972098833,0.016420577439909375,59.056244633815886,51,False,59.056244633815886,2.0,1
AGRO,2013,Q2,2013Q2,29.0616566235235,0.163191583491996,0.0356468027901167,0.0043944614191081,0.0474318781916683,0.000965345932856,0.01045673265546,-0.196335006829158,0.003220320677861,0.207007803302536,0.0021830142675085,24.824156940413,0.0497936862527216,1.0443808227,2,0.9643531972098833,0.016420577439909375,58.99595566441529,51,False,58.99595566441529,2.0,1
AGRO,2013,Q1,2013Q1,29.017549175739,0.135901321925406,0.0126964297642569,0.002132606804342,0.0228272112112269,0.0008212120215711,0.0093258734697586,-0.223712150178194,0.0033365754055767,0.251197084960121,0.0032969774106577,24.5281797321715,0.0233604654909821,1.2668610463,1,0.9873035702357431,0.016420577439909375,60.255869847506766,51,False,60.255869847506766,2.0,1
AGRO,2012,Q4,2012Q4,29.0273005189331,0.473806002204383,0.0436173193874296,0.0026664346714192,0.0289649334151521,0.0011263042517938,0.0123614742948848,-0.279284374673599,0.0025932255789631,0.336448317121349,0.0,24.8380008928694,0.0298289262786589,0.9211541422,4,0.9563826806125704,0.016420577439909375,58.40532215103896,51,False,58.40532215103896,2.0,1
AGRO,2012,Q3,2012Q3,28.7909421327515,0.0,0.0,0.0007199308516504,0.0068403672227618,0.0003393786581249,0.0032245800326807,-0.117682637469262,0.0031179744794161,0.131594962291116,0.0,24.6719353798132,0.0068874801159947,0.6765634883,3,1.0,0.016420577439909375,60.943041407268154,51,False,60.943041407268154,2.0,1
AGRO,2012,Q2,2012Q2,28.7909421327515,0.0,0.0,0.0,0.0,0.0015913102613145,0.0058271481820479,0.0,0.0,0.0,0.0,24.7417478964361,0.0,0.8192971421,2,1.0,0.016420577439909375,60.89919819564634,51,False,60.89919819564634,2.0,1
AGRO,2012,Q1,2012Q1,28.7909421327515,0.0,0.0,0.0,0.0,0.0014154978390308,0.0051616555954369,0.0,0.0,0.0,0.0,24.6451561004902,0.0,0.9497149912,1,1.0,0.016420577439909375,60.89919819564634,51,False,60.89919819564634,2.0,1
AGRS,2024,Q2,2024Q2,30.6272335241995,0.836923797680779,0.22855183797981,0.0033756788302417,0.0123612479835149,0.0007804470034538,0.0028926640732877,0.209954541196091,0.0050603197814249,0.120508575756493,0.198296518097184,25.8517434242085,0.0125159608797009,0.4529924153,2,0.7714481620201901,0.007610123823689774,101.81487960004806,47,False,101.81487960004806,2.0,1
AGRS,2024,Q1,2024Q1,30.5935469582237,0.669730581160518,0.18742072646002,0.0023733668920668,0.008481006439115,0.0005376843433342,0.0029185025118059,0.16995086092712,0.0055686277874604,0.117070093897294,0.0,25.7724806130166,0.0085535491444867,0.3776010263,1,0.8125792735399799,0.007610123823689774,107.08796063148895,47,False,107.08796063148895,2.0,1
AGRS,2023,Q4,2023Q4,30.5951287092839,0.914925440690345,0.253488096418287,0.0014647473657847,0.0052867753873904,0.0005370096675511,0.003020127379001,0.268985980536453,0.0061873616397408,0.146254067172985,0.0,25.7027819119907,0.0053148739320816,0.1494663145,4,0.7465119035817129,0.007610123823689774,98.2870539660734,47,False,98.2870539660734,2.0,1
AGRS,2023,Q3,2023Q3,30.6061191605016,1.24794691467172,0.275732428235365,0.0027447555945565,0.0124225840887706,0.008099885979366,0.0366965073203922,0.26953572781941,0.0064227709669028,0.127568455043666,0.0,25.7978394721145,0.0125788458591962,0.3362892736,3,0.724267571764635,0.007610123823689774,95.53225994773616,47,False,95.53225994773616,2.0,1
AGRS,2023,Q2,2023Q2,30.5842427303872,1.20832338895908,0.271267067533998,0.0023672232394188,0.0105444838294598,0.0078840058990579,0.0356612095774513,0.296700691810584,0.0066902985532099,0.107180891926769,0.0,25.6992475725497,0.0106568548632381,0.3131595475,2,0.728732932466002,0.007610123823689774,96.06941656186436,47,False,96.06941656186436,2.0,1
AGRS,2023,Q1,2023Q1,30.5853564901529,0.911025848419085,0.200804107986022,-0.0146233525362103,-0.0663445199635043,0.006866723516772,0.0322514571547758,0.18554851706301,0.006872543672887,0.136291874001542,0.0,25.7034281777659,-0.0622167777124929,2.695122957,1,0.799195892013978,0.007610123823689774,103.09589668376344,47,False,103.09589668376344,2.0,1
AGRS,2022,Q4,2022Q4,30.5381728001048,1.11049081572309,0.252877598385585,0.0018217291654818,0.0079999712110434,0.0060958116452225,0.0317008341007617,0.161374299802011,0.0080698898041239,0.227351428360552,0.0,25.6613447750298,0.0080644868738662,-1.3266834884,4,0.747122401614415,0.007610123823689774,98.41418459558923,47,False,98.41418459558923,2.0,1
AGRS,2022,Q3,2022Q3,30.4422838875052,1.58357114402516,0.286350244538692,-0.009459075771338,-0.0523104824470105,0.0011712015441524,0.0060314706224184,0.243324926532565,0.0089499032704532,0.138520414943119,0.0,25.843197889528,-0.0497101219835512,1.29316177,3,0.7136497554613079,0.007610123823689774,92.53340628937922,47,False,92.53340628937922,2.0,1
AGRS,2022,Q2,2022Q2,30.3849841392702,1.6594776543679,0.316148741523821,-0.0122905513855142,-0.0645136061140529,0.0059003574374941,0.0300948435842518,0.222064644640248,0.0104140486949583,0.228486584342938,0.0,25.3074064432502,-0.060603834223929,2.1530857137,2,0.683851258476179,0.007610123823689774,88.24570041819085,47,False,88.24570041819085,2.0,1
AGRS,2022,Q1,2022Q1,30.3183098141604,1.410209748845,0.288518660900906,-0.0104751035068026,-0.0511997838868626,0.0054181963372016,0.026819800335189,0.279996643432372,0.0071390221530558,0.191796124474434,0.0,25.5690422110071,-0.048706044913317,1.7078505055,1,0.711481339099094,0.007610123823689774,92.1149578946546,47,False,92.1149578946546,2.0,1
AGRS,2021,Q4,2021Q4,30.2903648493587,1.52833973498305,0.320451868178633,0.0010345834053689,0.0049342665298429,0.0018425784038833,0.011169274317822,0.245156897505059,0.0127152057372798,0.253383481802573,0.0,24.8093429847669,0.0049587342462646,-3.6083420159,4,0.679548131821367,0.007610123823689774,89.43122753247854,47,False,89.43122753247854,2.0,1
AGRS,2021,Q3,2021Q3,30.1747367009557,2.16157805392278,0.33737672048377,0.0010026030750213,0.0064236939663591,0.0020246186790541,0.0122160492145092,0.393683898304147,0.0087593407680489,0.191784217817561,0.0,25.4698314131245,0.0064652245905526,1.4735215474,3,0.66262327951623,0.007610123823689774,87.20303348093117,47,False,87.20303348093117,2.0,1
AGRS,2021,Q2,2021Q2,30.084823590835,2.32645575963594,0.373952449581968,-0.0028900076896658,-0.0179794918913657,0.0039899955155195,0.0208267843380645,0.47391704176791,0.0096210658160609,0.189913857689172,0.0,25.4526958168239,-0.0176619391987559,1.0307954535,2,0.6260475504180321,0.007610123823689774,81.88533553008968,47,False,81.88533553008968,2.0,1
AGRS,2021,Q1,2021Q1,30.0248016621113,2.01421069420768,0.375229430741561,0.0017174158140823,0.0092189924769218,0.004233783602236,0.0211573635015507,0.609331271612988,0.0106423367005844,0.178661542108682,0.0,25.3347162609016,0.0093047731102245,1.6470833747,1,0.624770569258439,0.007610123823689774,82.32296866475532,47,False,82.32296866475532,2.0,1
AGRS,2020,Q4,2020Q4,29.9189021319012,1.56239584638269,0.301226756349049,-0.0080508137022042,-0.0417577709257316,0.011618006724738,0.066316265897603,0.296884615348826,0.0174036321161839,0.236744947628053,0.168199524357281,0.0,-0.0400839543425,-0.4583088122,4,0.6987732436509511,0.007610123823689774,90.76362565857038,47,False,90.76362565857038,2.0,1
AGRS,2020,Q3,2020Q3,29.7421311261423,1.56239584638269,0.301226756349049,-0.0061830585455328,-0.0243551997130193,0.0175161814290589,0.10298000162892,0.0102108615676555,0.0148489803451497,0.231781618480001,0.0052693328967149,26.929706673904,-0.023776127382223,-0.7156632045,3,0.6987732436509511,0.007610123823689774,91.00905598269429,47,False,91.00905598269429,2.0,1
AGRS,2020,Q2,2020Q2,29.5753434336182,1.56239584638269,0.301226756349049,0.0174754403200277,0.106811934769281,0.0221319657100098,0.12637222348226,-0.120989226507271,0.0315868290461982,0.215340796412136,0.0024228440150902,24.3318567198586,0.119585044770712,7.6673077965,2,0.6987732436509511,0.007610123823689774,94.1178751574774,47,False,94.1178751574774,2.0,1
AGRS,2020,Q1,2020Q1,29.5257441303748,1.56239584638269,0.301226756349049,-0.0253518949717519,-0.145368391375908,0.0143004980212572,0.0779414701212869,-0.0785782014796625,0.0223449961552954,0.24209159147916,0.0033797915589713,24.8667497087447,-0.126918459135475,-0.2131001872,1,0.6987732436509511,0.007610123823689774,88.49019599167183,47,False,88.49019599167183,2.0,1
AGRS,2019,Q4,2019Q4,29.490726419803,1.56239584638269,0.301226756349049,-0.0327231555297824,-0.174740562115417,0.0142482811742074,0.0774989188410625,0.061127826859388,0.02098711834171,0.136024170004753,0.0,24.5545775779551,-0.148748215351271,-2.6141404505,4,0.6987732436509511,0.007610123823689774,87.5215835579182,47,False,87.5215835579182,2.0,1
AGRS,2019,Q3,2019Q3,29.6406316224605,1.56239584638269,0.301226756349049,0.000619134790295,0.0033159126477049,0.0032201566746499,0.0133030674243187,0.152157885328302,0.0071667633324759,0.069088955018698,0.0,24.9253879913569,0.0033269445050674,-0.1201891423,3,0.6987732436509511,0.007610123823689774,91.90289076034313,47,False,91.90289076034313,2.0,1
AGRS,2019,Q2,2019Q2,29.1988663202525,1.56239584638269,0.301226756349049,-0.0071200687529684,-0.02870978318439,0.0021472540783869,0.0138632247703466,0.322894068325973,0.0048900173508674,0.125981016207904,0.0096242897131998,24.4025241560415,-0.0279085351900886,2.629527728,2,0.6987732436509511,0.007610123823689774,90.88592918093073,47,False,90.88592918093073,2.0,1
AGRS,2019,Q1,2019Q1,29.1880267698123,1.56239584638269,0.301226756349049,-0.0019310402388571,-0.0074874902034175,0.0024275917723453,0.0193538359722655,0.168923525276035,0.0041567316732963,0.258654219655933,0.0098520568571424,24.2087737293487,-0.0074318443417155,4.5907043721,1,0.6987732436509511,0.007610123823689774,91.56778779904654,47,False,91.56778779904654,2.0,1
AGRS,2018,Q4,2018Q4,29.0544067611148,1.56239584638269,0.301226756349049,-0.0052696228106373,-0.0410564505079739,0.0024366820068955,0.0188383954871963,0.241083602143598,0.0038042460994553,0.170368411074422,0.0114609177069203,24.1973418640521,-0.0394372951514212,1.0963493244,4,0.6987732436509511,0.007610123823689774,91.12908500667051,47,False,91.12908500667051,2.0,1
AGRS,2018,Q3,2018Q3,29.0072802925956,1.56239584638269,0.301226756349049,0.0006611010944278,0.0047179076854319,0.0010166262318876,0.0075284607615549,0.314529166871209,0.0040254440589284,0.120401711085186,0.0026777372060019,24.387698898181,0.0047402718504261,1.3896346775,3,0.6987732436509511,0.007610123823689774,91.90840529665095,47,False,91.90840529665095,2.0,1
AGRS,2018,Q2,2018Q2,29.067469234911,1.56239584638269,0.301226756349049,-0.0017226494038729,-0.0131181082402361,0.001344568590393,0.0090008030250579,0.345702363724641,0.0041954656634007,0.183267546117429,0.0020743124084731,24.4519187360687,-0.0129482516732644,0.9870023785,2,0.6987732436509511,0.007610123823689774,91.5951711688592,47,False,91.5951711688592,2.0,1
